	refexp
80391	woman
80392	path at bottom of picture
80393	left bush
80394	large plant top right
80395	right bottom greenery
80396	plane
80397	wall right
80398	panel in bototm right corner
80399	the plane!
80400	railing wood left
80401	ground
80402	sky
80403	sky
80405	ppl
80406	girl
80407	window
80409	whatever man middle is holding
80410	container in mans hand with tee on
80411	plate center guy is holding
80413	plate in the main guys hand
80414	sky
80415	food on left on ground
80416	far left box with grilled holes
80417	man with shirt
80418	takeout box front guy 
80419	yellow umbrewlla far right
80420	sand
80421	plate dude is holding closest
80422	couple to left
80423	white tray thing
80424	food box
80425	the yellow tree
80426	water
80427	lower trees
80428	center of clouds- sky
80429	sky to the left
80430	mountains
80431	dark tree lower right
80432	the lighthouse
80433	top blue sky
80434	field bottom
80435	grey sedan near
80436	first car on the left
80437	green building
80438	back car right
80439	street
80440	yellow building
80441	sidewalk on the left
80442	van bottom right
80443	clouds
80444	man
80446	anything but the guy
80447	grass
80448	the sky
80450	grass at the bottom nigga
80451	grass on inward corner
80452	top sky
80454	track minus area with bikers
80455	wall
80456	curtains
80457	bed
80458	rt floor
80459	grass
80460	mountain n back
80461	the sky
80462	top left
80463	people left
80464	two people on right
80465	big bldgs
80467	hill in background
80468	anyone
80469	steps on right
80470	trees  to the left
80471	clouds
80472	dirt
80473	hat
80474	ugly girl
80475	little patch of grass left
80476	ground
80477	any 1 in group
80478	man on right
80479	log on left
80480	sky
80481	bottom right corner
80482	brush
80483	kids
80484	building
80485	steps
80486	first window on the left
80487	left barred gate
80489	right window
80490	bottom left corner
80491	mountain
80492	rock on far left
80493	mountain
80494	the window in the middle
80495	the sing broadway
80496	one way sign
80497	top left
80498	building
80499	sky
80500	luggage on top of bus
80501	ground
80502	bus
80503	yep
80504	far right plants
80505	bush on left
80506	sky
80508	water right
80509	bottom right
80510	left trees
80511	trees to the left
80512	right most building
80513	sky
80514	sign on the left
80515	bldg middle
80516	any person
80517	front area of floor
80518	sky
80519	tree branch top right corner
80520	buidling
80521	sky
80522	grass in left bottom
80523	mountain on the left
80525	girl on the left
80526	family in the center
80527	front floor
80528	group of people on right
80529	top right corner sky
80530	grass on very bottom
80531	fluffy cloud near right side
80532	door
80534	bottom big cloud
80535	or trees
80537	hills
80538	long cloud
80539	sand bottom
80540	rock
80541	small rock on the left
80542	upper left corner blue
80543	top white cloud
80545	any cliff
80546	house on right
80547	smoke dust left
80549	white shirt
80550	the house on the left
80551	person on far left
80552	building on the right
80553	mountain
80554	building on right
80555	sky
80556	building on right
80558	ground
80559	building right
80560	mountain in background middle
80561	trees on right
80562	car
80563	right building
80564	load on top of car
80565	tire tilted on other tire
80566	water on right
80567	very bottom middle tire
80568	green trees or mountain
80569	ground
80570	anyone
80571	sky top right
80572	middle black tube
80573	sky
80574	mountains center
80575	sky
80576	rapids
80577	snow on the mountain center rear
80578	mountain
80579	snow far center
80580	dog
80581	hat on the man on left
80582	grass front
80583	people
80584	dog
80586	i cant hear you talk louder! bottom grass
80587	person in middle hat
80588	bus
80589	ground
80591	people
80592	sky
80593	bus
80594	the buss
80595	bus
80596	bus
80597	man carrying bag
80598	mountain things in background
80599	dude on left
80600	the smallest person on the right
80601	sand bottom of pic
80602	sky
80603	blue roof near middle
80604	hut on left
80605	patch of dirt beneath clothes far left near bottom corner
80607	little tree beneath the clothes on the left
80608	greenery right
80610	very left small patch of ground
80611	colothes
80612	bottom left corner
80614	sky rt
80615	sign
80617	house far left
80619	clothers hanging on line
80620	mountain area on top left
80621	patch of green grass on the left
80622	man in white bending over
80623	clouds
80624	dude in grren hat crouching in middle
80625	upper left white sky
80626	rock wall
80627	dirt
80628	group of people on right
80629	people on far left
80630	window
80631	on either side of the door white
80632	bed
80633	white wall right
80634	white walls
80635	wood floors'
80636	table on the r
80638	left tower
80640	sky
80641	the right tower
80642	right tree
80643	short tree neear the awning on the left hand side
80644	tree on left
80645	sky
80646	girl
80648	nose of lady
80649	white area on the right beside the girls shoulder
80650	bottom right
80651	white house on left side of girl
80652	mountian range
80653	people
80654	tan ground at bottom of picture
80655	stone wall
80657	tree
80658	sky
80659	patch of ground at bottom
80660	church
80661	path of grass near fence and trees
80662	right most jungle background
80664	click the leftmost side of the fence
80665	green on left
80667	train 
80668	sky
80669	sand right
80670	side of road on left
80671	road front
80672	middlecenter of pic
80673	lower sand
80674	face
80676	hat
80677	the brick wall
80678	hat
80680	round center sign
80681	red building
80682	sky
80683	bottom part of path
80685	group of people to the left
80686	mountains
80687	guy blue top glasses right
80688	person 2nd from right
80689	the sky
80690	ground
80691	water on left
80692	lower right big patch of dark grass
80693	sky
80694	waves
80696	crashing wave
80697	middle very right grass
80698	woman
80700	tree on top of chicks head
80701	bushes 
80702	sky
80703	green shrubs bottom middle
80704	green brush
80705	bushes
80706	mountain
80707	shrub
80708	bush
80710	rear wheel
80712	ground
80713	person
80714	snowy mountain
80716	sky w/ no clouds
80717	green bottom left
80718	clouds top left
80719	the white snow
80720	bottom
80721	mans face
80722	the man in the jacket on the right
80723	black seagull attacking
80724	bird eating the mans green box
80725	back right water
80726	yellow shirt
80727	sky
80728	the person hookin' the birds up with food
80729	building
80730	tower
80731	clock
80732	clock
80733	clouds
80734	the entire building
80735	sky
80736	sky
80737	sky 
80739	sky
80740	building
80742	stairs bottom
80743	people
80744	sky
80745	road
80746	grass on right side of road
80749	left beer can
80750	girl's face
80751	can in man's mouth right
80752	beer can right
80753	man on right's face
80755	the ground no one is on
80756	sky
80757	the people
80758	wall
80760	sky upper rt corner
80761	wall
80762	top righjt
80763	very bottom right
80764	any part of biker
80765	shrubby stuff right
80766	sunset
80767	sun
80768	lone lightbulb
80769	left diver
80770	swimmer number 6
80771	2nd from left
80772	sky
80773	water
80774	sandy part of beach
80775	middle green
80776	bottom  right
80777	kid kid kid
80778	blue skye
80780	the woman looking at the other woman getting a massage
80781	black shirt giving massage
80782	wall
80784	water
80785	clouds
80786	bottom clump of grass
80787	sky
80788	water
80789	grass on very bottom
80790	top of pic
80791	sheep
80792	any animal
80793	square sidewalk
80794	left car white
80795	building
80796	sky
80797	people in the foreground
80799	bird on left
80801	right bird black
80802	rock top
80803	leftmost bird
80805	dark grey area top left
80806	bird left
80807	bird on left
80808	black rock bottom right
80809	the bird on the left
80810	falcon middle
80811	bottom right corner
80812	the grass
80813	sky
80814	road
80815	ground
80817	building center
80818	skyscraper on left
80819	ground
80820	the ground
80821	pavement bottom center
80822	close up to camera
80823	sky
80824	ground left
80825	boy
80826	sky
80827	sand
80828	fenceline
80829	plants in center
80830	sky
80831	earth left
80832	sky
80833	water
80834	rocks
80835	people
80836	ice berg
80837	sand / ground
80838	sky top left
80840	people
80842	mountain right side
80843	while fountain on right
80844	first white fountain on left
80845	any of the taller trees
80846	a parking lot in a tropical area
80847	sidewalk on which man stands
80848	two white posts in front center the right one
80849	sky
80850	building on right
80851	lower right corner
80852	lights middle
80853	very bottom right corner
80854	the lower right corner of the picture
80855	bottom right corner 
80856	tree closest to us
80857	grass in the circular park spot
80859	ruins in center of pic
80860	middle right mountain
80861	bottom anywhere
80862	cloud at very top
80863	group of people
80864	ground
80865	sky
80867	guy on bottom right 
80868	people near luggage
80869	plane
80870	cloud
80872	the tree line
80873	person in red shirt white pants
80875	sky no clouds
80876	bags 
80877	cement
80878	person
80880	brwon wall
80881	food
80882	food
80883	the food
80884	the plate of food
80886	mans face in the black hat
80889	person with turqiose on hat
80890	kids face in red
80892	kids face striped beanie
80893	5th man from bottom green cap face only
80894	group of people
80895	right on photo guy's face with black hat with blue emblem
80896	people
80897	red roof on left
80899	mountains at left
80900	blue train
80901	snow right
80902	left bottom corner
80903	sky
80904	gravel near tracks
80905	snow
80907	top right corner
80908	bottom of mountain (brown)
80910	blue dish lid second from the back on the right column
80913	people
80914	the food
80915	potbelly
80916	the blanket
80917	hat only right
80918	tiny sky top left
80919	peeps
80920	ground beneath their knees
80922	cowboy hat
80923	hill
80924	left wall
80925	mountain in the back
80926	sky
80927	any one
80928	bottom right corner
80929	any of the people
80930	sky
80931	dude in middle
80932	building
80933	two people in middle
80934	ground
80935	mountain in background on right
80936	sky
80937	brown middle
80938	water
80940	far right bottom coner
80941	woman
80942	trees top left
80943	guy
80944	grass on bottom right
80945	snowy part on left
80946	blue sky right
80947	clouds
80948	anywhere on the mountain
80949	white building
80950	sky
80951	trees far left
80952	guy lower right corner
80953	sea
80956	cluster of three people closest to solitary person on right
80957	sand left hand corner
80958	group of people directly south of largest palm tree 
80959	white shirt
80960	face
80961	hat
80962	sky
80963	palm tree top right
