	refexp
10903	ground in bottom center
10904	sky
10905	guy
10906	water
10907	hills on far right
10908	water far left
10909	sky
10910	left water
10912	people
10914	field
10915	mountain
10917	guys
10918	click all the way at the top middle
10919	the court ground
10920	water
10921	hills
10922	bird middle any
10923	sky
10924	birds
10925	bottom center
10926	building on right
10927	street for cars
10928	sky
10929	bus
10930	trees
10931	sky
10932	trees in middle
10933	rock face on right
10934	climber
10935	left mountain by guy
10936	people foreground
10937	top left trees
10938	person in white shirt
10939	right guy
10940	flag
10941	th water
10942	bottom
10943	white shirt kid
10944	left child
10945	far right seated person
10946	sky
10947	the guy bending down
10948	sand on bottom
10950	man in the middle with blue jacket
10951	left most person
10952	left top of mountain
10953	water
10954	white sky
10955	grass left side of walkway
10956	building on right
10957	window on right 
10958	bottom left brown
10959	adobe hut 
10960	bush bottom right
10961	sky
10962	right roof
10963	horse middle front
10964	front lady
10965	top trees
10966	horse left
10967	horse brown
10968	ground
10969	tennis court where we can talk it out like yeah
10970	rocks
10971	person in red
10972	bush mid left
10973	wall
10974	white sky upper right
10975	grass
10976	person far left
10977	mountain on right
10978	house in the center
10979	clouds
10980	sky to the left
10982	sky top
10983	bush right side 
10984	the green tree on the lower left
10985	sky
10986	rocks
10987	any of the sand
10988	water
10989	top left corner
10990	people
10991	ground
10992	ground
10993	person on rt
10994	waterfall
10995	tree left front
10998	ground 
10999	hut
11000	ground
11001	sky
11003	woman in pink shirt
11004	yellow shirt
11005	mouth
11006	foliage
11007	animal
11009	the grey ground 
11010	biker
11012	sky
11013	gravel
11014	the tree
11015	man
11016	bike
11017	grass on left
11019	sky
11020	rocks
11021	mountain
11022	sky
11023	water
11024	court
11025	person on left playing teenis
11027	the sea lower left corner
11028	sun
11029	center
11030	ground bottom
11031	animal
11032	drinking glass
11033	person on left
11034	bricks
11035	the male 
11036	people
11038	tree
11039	big rock on right side
11040	left wall
11041	sky
11042	clouds
11043	clouds near the top
11044	bottom of the picture
11045	animal
11046	rabbit
11047	animal
11048	rodent
11049	animal
11050	ground
11051	table
11053	group of ppl
11054	oh god the tiny plate a little left and down of the guy wearing a maroon shirt
11055	bottom right glass
11056	top left
11057	windows on far right
11058	yellow light/window in top/center of picutre
11059	top left cloud
11060	tree right
11061	person
11063	trees
11065	window right side
11066	beige wall top
11067	kids on the right
11068	lady with camera
11069	kids on left
11070	the top
11071	bottom rock
11072	seal
11075	okay so any of the house filled with spiders
11076	the water
11077	porch
11078	tree left
11079	top right corner leaves
11081	square pattern on building
11082	structure on the right
11084	bottom left treetop
11085	pole in middle
11086	people
11088	upper left corner
11089	shirt of man
11090	bottle on right
11091	green drink
11092	plant
11093	bottom right corner
11094	field mid righ
11096	ground
11097	two women forefront
11098	woman
11099	chick face
11100	window
11101	right bed
11102	wall
11103	table center
11104	main bed
11105	lamp
11106	curtain
11107	phone
11108	bottom ground
11109	bird
11110	bird
11111	*choo
11112	the ground in the foreground
11113	sky
11114	bottom center of plateau rock
11115	left water
11116	the clouds at the top
11117	trees bottom
11118	the sign
11119	sky
11120	grassy area right side
11121	the trees
11122	ppl
11123	road
11124	sky
11125	water
11126	mountain
11127	rock white left
11128	group in foregroung
11129	mountain on right
11130	anywhere along the top
11131	forested area at the very lower-lefthand side
11132	bottom half of picture
11133	top of hill on left
11134	water
11135	housing area
11136	mid sky
11138	person
11139	bottom right hand side
11140	drawing on the wall
11141	top
11142	hat
11143	palm tree on the left
11144	may bad front right palm tree
11145	small trees on left
11146	grass
11147	center sky
11148	anywhere on building
11149	cloudy sky
11150	green part of sign
11151	road
11152	sky
11153	black wall
11154	grassy area
11155	sky
11156	the sand
11157	water
11158	people
11159	bottom right corner of pic
11160	dark sky
11161	person
11162	sky
11163	ground
11166	plate
11167	guy
11168	black left corner
11169	the bird
11170	sky
11171	man with orange hair
11172	sand
11173	kid
11174	water left side
11175	water across from right shoulder
11176	white wall
11177	child
11178	face
11179	sky
11180	clouds
11181	mountains
11182	water
11183	the shore on the foreground
11184	left part green leaves
11185	right
11186	man
11187	sky
11188	snowy mountain on far left
11189	bottom right
11190	snow lower left corner
11191	field
11192	field
11193	sky
11194	the ceiling wood planks
11195	chair
11196	ceiling beams right
11197	the ground
11198	sky
11199	wall
11200	building ont he left
11201	white building on right
11202	sky
11203	seal
11204	anything but dog
11205	water in middle
11206	clouds
11207	mountain middle
11208	water bottom
11209	clouds center left
11210	ground
11211	anyone in group
11212	bottom
11213	okay so like the desert or like something
11214	sky™
11215	from the right
11216	ladies in front
11217	water fountain
11218	sky
11219	the black things on the bottom on the right
11220	tower in middle
11221	bottom
11222	trees in background
11223	shirt
11224	face
11225	stone wall
11226	guy
11227	shirt
11228	bird
11229	anything but the bird
11230	bird
11231	grp of people
11232	bottom wooden plank
11233	trees
11234	small area of brown on the right edge of picture
11235	blue fence thing 
11236	snow
11237	"blue ""fence"""
11238	house on left
11239	sky on right
11240	dried trees
11241	trian tracks
11242	center
11243	very top of the picture in the middle
11244	mountains farther away
11245	very top middle
11246	clouds
11247	patch of clear snow bottom center
11248	cake
11249	woman
11250	left gray clouds
11251	water
11252	sand
11253	top right corner
11255	white horse 
11256	horse 
11258	sky
11259	dirt left
11260	group of trees middle
11261	sky
11262	train
11263	the water in the bottom right
11264	the water to the bottom left
11266	the girl
11267	water
11268	white beach
11269	any 1
11270	bottom of pic
11271	sky
11272	building
11273	the rocks in the uppre right
11274	any of the rapid
11275	raft
11276	any one on boat
11277	open sky area
11278	face
11280	boat
11281	sky
11282	bottom half picture
11283	ceiling
11284	man
11285	water
11286	clouds in middle
11287	up left
11289	diagonal in the middle rass
11290	water
11291	bottom right
11292	sky
11293	water
11294	book
11295	the man holding the book
11297	mountain
11298	red plants in the middle
11299	sky
11300	top left wall 
11301	the kid's face
11303	anywhere
11304	bushes bottom right
11305	sky
11306	island
11307	water
11308	sky
11310	bottom right
11311	sky
11312	the guy in yellow
11314	sky
11315	dude on top
11316	bar obect in front
11317	waters middle left
11320	white sky top left
11321	top right
11322	water left
11323	road front
11324	trees
11325	sky
11326	road
11327	wall left side
11328	person on left
11329	red
11330	black
11331	anywhere where the statue occupies space
11332	sky
11333	trees left
11334	cone shaped building
11335	sky on right hand corner
11336	the people in front
11337	ground bottom
11338	guy with vest and badge
11339	tree
11340	the small patch of grass
11341	the sky
11342	dirt
11343	bottom right rocks
11344	green right lower corner
11345	ruins
11346	cloud
11348	bottom half of sky
11349	top left clou
11350	hill left
11351	green trees in mid
11352	bottom left corner edge
11353	water
11354	sand
11355	clouds really high
11356	water on left :p
11357	left building
11358	sky
11359	building to right
11360	staute
11361	ground lower rt
11362	people
11363	black curtains left side
11364	rug looking thing in the bottom middle 
11365	fore most lamp on left
11367	buildings
11368	shadows of people on left
11369	small group on far right towards the back
11370	beach in front
11371	couple by the waterline
11372	left 
11373	sky
11374	black raod
11375	shrubs left
11376	the grass
11377	tree right side
11379	red car
11380	bottom corner left
11381	green fied bottom left
11382	people standing top bu on field
11383	human
11384	any person
11386	the sky
11388	the water that the people are walking into
11389	sky
11390	tree left
11391	blue space in center
11392	bed
11393	wood
11394	green on top
11395	the lake
11396	ouline of grass
11397	peeps
11398	yellow corn or whatever
11400	anywhere on the hill
11401	sun in middle
11402	water
11404	th person
11405	waterfall lower left 
11406	statue
11407	small patch of ground on bottom right
11408	white greenhouse trellis
11409	green plants
11410	any people
11411	top sky
11412	sand
11413	sidewalk
11414	bottomleft corner
11415	doorway 
11416	sky
11417	yellow building
11418	baby bottm left
11419	tennis court lines
11420	stick
11421	bench
11422	window
11423	the white tea cup
11424	bottle
11425	man
11426	wall
11427	anything in the middle
11428	group of people
11429	water
11430	bottom left
11431	man
11433	sky
11434	stairway
11435	cloud left
11436	very right bottom
11437	wall on right lower
11438	white phone
11439	window
11440	peach wall
11441	left bed
11442	bed right
11443	lamp
11444	sky 
11445	man in leather jackets back
11446	court
11447	court
11448	the court
11449	grass
11450	guy with blue and white shirt
11451	the guy in the bike outfit
11452	red and white flag
11453	sky
11454	building bottom left
11455	tallest bldng
11456	tower
11457	sky in the left habd corner
11458	left big tree
11459	building
11460	bottom
11461	middle top rocks
11462	sky
11463	water
11464	the australian opera house thing
11465	mid/top
11467	upper sky
11468	guy with the glasses doing the motion
11469	bottom center
11470	pavement left bottom corner
11471	kid left green shirt
11472	topr rt corner the blue
11473	sky
11474	the lone thing in desert
11475	sand
11476	space over the hat
11477	red shirt
11478	necklace
11479	face
11480	hat
11482	sky
11483	sky
11484	top sand
11485	hand on rt
11486	face
11487	only the face of the girl
11488	clouds
11489	mountain in middle
11490	the hat on the guy kneeling
11491	hat of man on left
11492	people
11493	hat on guy in blue
11494	hat old lady second right
11495	sky only
11496	left ruins
11497	the big tiger
11499	shrubs left
11500	right people
11501	sky
11502	water
11503	the greenery to left
11504	grass
11505	eethe two boys in the middle
11506	6 and 7th person from left to right
11507	group of ppl closest to you
11508	sky
11509	mountain top half
11510	white car
11512	man white  shirt
11513	sky
11514	road
11515	boat
11516	blue sky
11517	big cloud on right
11518	sand
11519	guy
11520	sky
11521	waves
11522	sand
11523	people
11525	tree trunk
11526	animal
11527	bottom grass
11528	patch of ground on the left from the animal
11529	mountain
11530	yellow field in background middle
11531	top left
11532	low left
11533	skyline at top of pic
11534	the mountains *(anywhere)
11535	right corner
11537	ground upper left
11538	bottom
11539	center of photo
11540	the sky
11541	bushes bottom left
11542	rocks upper right
11543	trees middle front
11544	sky
11546	water to the left edgr
11547	tree bottom middle
11548	sky
11549	center person
11550	bottom right or left
11551	lamp
11552	bed
11553	curtains
11555	table 
11557	fireworks
11558	river
11559	right yellow section of cliff
11560	sky
11561	top corner left
11562	center people
11563	patch of grass trees on right
11564	rocky cliff on the right center
11565	ground
11566	sky
11567	buildings
11568	sky
11569	mountain
11570	left brick wall
11571	any person
11572	door left
11573	brown door on right
11574	stairs
11575	sidewalk
11576	church
11577	people
11578	sky
11579	grass
11580	face
